id, title, author, summary, rating, warnings, category, fandoms, relationship, characters, additional_tags, language, published, words, chapters_posted, chapters_total, comments, kudos, bookmarks, hits
"17683856", "Their own little kingdom", "Joracwyn", "<p>A drabble for the nursery rhyme 'Lavender's blue'.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-02-06", "116", "1", "1", "15", "38", "0", "383"
"17674835", "Stormy Waters", "wackyjacqs", "<p>Without warning, the colonel spins on his heel and Sam catches the fire and fury in his eyes but she doesn’t flinch. “You don’t know what I want,” he growls. “Even if you did –” </p>
<p>He stops abruptly and studies her. His eyes cold, yet blazing hot. Unseeing, and yet staring as if he can see right through to her soul.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-02-06", "807", "1", "1", "30", "138", "6", "1314"
"17663165", "Food For Thought", "wackyjacqs", "<p>Sam growled in frustration, but the action caused her already-irritated throat to flare up again and she coughed violently. When she was finally able to breathe somewhat normally again, she sighed. Of all the things that could get her benched from SG-1’s latest mission, it had to be the flu.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-02-04", "1337", "1", "1", "31", "90", "1", "1019"
"17662709", "Drift", "shadowolfhunter", "<p>Jack and Nathan find each other after Nathan is brought back from the ether. The world turns, things change and two men find all they need in each other while protecting the people around them.</p>", "['Teen And Up Audiences']", "[]", "['F/M', 'M/M']", "Eureka (TV)", "[]", "[]", "[]", "English", "2019-02-04", "2391", "1", "1", "6", "36", "7", "733"
"17651600", "No More Waiting", "3starJeneral", "<p>My contribution to the Stargate Drabbles Weekly Fic Challenge over at @stargatedrabbles. The prompts to work with for Week 1 were Broken, Flowers, or Hold Me. </p><p>I chose Flowers.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-02-04", "103", "1", "1", "1", "29", "0", "371"
"17653139", "Flicker", "3starJeneral", "<p>My 2nd contribution to the Stargate Drabbles Weekly Fic Challenge over at @stargatedrabbles. The prompts to work with for Week 1 were Broken, Flowers, or Hold Me. </p><p>This time,  I chose Broken</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-02-04", "100", "1", "1", "0", "30", "1", "359"
"17652089", "someday is not good enough (when I love you so much)", "samcaarter", "<p>Sam has a decision to make. But there's something important she needs to know first</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-02-03", "1420", "1", "1", "23", "136", "7", "968"
"17651978", "Significant Other", "wackyjacqs", "<p>Jack couldn’t hide the surprise in his voice. “A vacation, Carter? You?” Without thinking, he reached over and pressed the back of his hand to her forehead. With a small grin, he quipped, “You sure you’re feeling OK?”</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-02-03", "1583", "1", "1", "28", "123", "1", "1208"
"17638142", "Kiss But Don't Tell", "wackyjacqs", "<p>He suddenly felt nervous, which was ridiculous because he knew if he timed it perfectly, he’d have just enough time to make his move and enjoy it without feeling too guilty.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-02-02", "923", "1", "1", "14", "115", "1", "976"
"17626748", "Paint The Town Red", "wackyjacqs", "<p>He tries to keep his eyes front and center and focus on what the leader of PXY-891 is saying. He really does. Partly, because he absolutely cannot look at Carter, and partly because Daniel tells him it’s important that he pays attention during the ceremony.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-02-01", "722", "1", "1", "24", "123", "1", "1074"
"17614352", "Out Of Order", "wackyjacqs", "<p>Jack purses his lips and thinks briefly about the absurdity of the situation. But their relationship – if they can call it that – has never been conventional, so it’s only natural that he proposes to her within the first week of them dating.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-31", "629", "1", "1", "26", "130", "2", "1166"
"17603189", "Hold The Line", "wackyjacqs", "<p>They say you should never go to bed angry – or upset. Something to do with how the bad feelings that you’re experiencing will just twist and turn and develop into bone-deep resentment, and yada, yada, yada… </p><p>With hindsight, perhaps if Samantha had listened to the advice she’d be in a much healthier position right now, but she didn’t, so she isn’t.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-30", "2443", "1", "1", "28", "112", "2", "1164"
"17592773", "Pick A Word", "wackyjacqs", "<p>Swiping the piece of paper from his desk, he studies it and sighs, but decides that nothing is going to stop him from finishing the puzzle. OK, so his answers may not necessarily be the ones Sam’s looking for, but maybe if she just sees it complete, she’ll not look too closely at the answers. </p>
<p>A deprecating snort escapes and he rolls his eyes at his own stupidity. </p>
<p>This was Carter. Of course, she’ll look too closely.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-29", "793", "1", "1", "25", "80", "0", "904"
"17344760", "JACK AND SAM - SEX SLAVES", "TuruaSam", "<p>Jack and Sam suffer a terrible loss and Jack struggles to keep them both sane. Sam's physical and mental limitations increase as her body weakens further.<br/>Sam suffers a violent seizure and loses consciousness. Their daughter reveals some of her Ancient powers to help diagnose the problem and The Master is furious at Sam needing to restrict her activity after the emergency brain surgery.<br/>They hide her new pregnancy as long as they can and Sam pushes herself to become 'super slutty' in extra explicit recordings, desperately hoping to ensure the continued safety of their daughter and to gain approval from the Master to continue with her pregnancy.<br/>When Sam got to 18 weeks, The Master could no longer resist the slutty Sam in the recordings, so he threatened their daughter to demand sexual obedience from Sam. It ends in disaster. Sam suffers a mental breakdown and Jack, high on drugs, attacked the Master after identifying him as the cause for Sam's battered face.<br/>The Master punishes them without mercy.<br/>With no heat and less food, Sam's health deteriorates rapidly. Then Sam contracts a deadly illness that their daughter can't heal and in a few weeks Sam is emaciated and at death's door.<br/></p>", "['Explicit']", "['Rape/Non-Con', 'Graphic Depictions Of Violence', 'Underage']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-28", "105701", "22", "22", "22", "84", "4", "3603"
"17581469", "Wrapped Up", "wackyjacqs", "<p>Jack remains a half-step behind Sam as she slowly makes her way across the parking lot of the SGC. Her left ankle is badly swollen and she’s finding it difficult to walk, but her other injuries leave her unable to use crutches and she all together refuses the use of a chair to get to his truck.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-28", "841", "1", "1", "20", "105", "2", "1123"
"17579735", "Creative Maneuvering", "z_Bohemian_Butterfly_z", "<p>Sam and Jack were enjoying a rare night together at the batting cages, but when a miscommunication results in Jack getting injured, how does it impact their plans for the rest of the evening? It doesn't deter them, if that's what you're thinking. No, they simply have to get a little creative.</p>", "['Mature']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-28", "1836", "1", "1", "4", "22", "1", "605"
"17567501", "Desperate Times", "wackyjacqs", "<p>Next to his Simpsons DVDs, the most important collection Jack owned – in his eyes – was his National Geographics. But when he set the crate of magazines down and looked at them, he knew he’d trade them in a heartbeat, a hundred times over, if it brought Carter back to him alive and well and safe. **BONUS CHAPTER FOR 'BIZARRE HOLIDAY' SERIES**</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-27", "1016", "1", "1", "12", "70", "0", "1015"
"17566991", "Punch The Clock", "wackyjacqs", "<p>Jack sighed. As it turned out – and despite what his former team might have told him – being 'The Man' definitely had more cons than pros attached to it.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-27", "1483", "1", "1", "14", "91", "2", "1010"
"17562392", "That's Not What I Meant", "orphan_account", "<p>Sam asks Jack to help her to assemble a desk, it doesn't end the way they planned.</p>", "['Mature']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-27", "823", "1", "1", "4", "47", "0", "888"
"17556590", "Everyone Loves A Wedding", "wackyjacqs", "<p>Sam watched with amusement as General O'Neill strode casually towards her, carrying two cups of punch. With a smile, he pushed one of them into her right hand. </p><p>"Drink up, Carter!"</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-27", "1091", "1", "1", "22", "132", "1", "1223"
"17551424", "Ice Skating", "sexycazzy", "<p>Sam takes Jack ice skating, but it's not what Jack thought it would be.</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-26", "645", "1", "1", "4", "16", "0", "358"
"17543408", "Looking Glass", "KathyAgel", "<p>Samantha Carter runs into an old friend who helps her come to a decision.</p>", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-25", "8675", "1", "1", "2", "30", "6", "507"
"17541395", "You don't have to say a thing", "RhinoHill", "<p>“I’m sorry, sir,” she choked on the words.</p><p>“What for, captain?” he asked softly. He took a small step closer. “For being affected by a little girl who was used as a pawn in war and almost died?”</p><p>---oOo---</p>", "['Not Rated']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-25", "586", "1", "1", "6", "55", "2", "431"
"17541128", "A Room Of One's Own", "wackyjacqs", "<p>There’s a childlike wonder in her eyes as she looks around, her attention not falling on anything for longer than a second as she tries to take it all in at once. There’s a reverence in the way her fingers delicately brush over the back of the couch as she makes her way through the living area and towards the large window, her nose virtually pressed against the glass. There’s a tangible buzz in the air – part excitement, part disbelief, part nerves – that after all this time, she’s finally here.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-25", "728", "1", "1", "34", "151", "2", "1173"
"17534309", "What's Your Poison?", "wackyjacqs", "<p>Jack gestured for her to go into the kitchen and as he followed, he couldn’t help but let his gaze wander. He had never seen the captain out of her BDUs or combat gear and he decided that she had a nice figure. He knew that already though, as a flashback of their first meeting entered his mind, but seeing her dressed in civvies, in his home, seemed to reinforce the thought tenfold.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-25", "2260", "1", "1", "28", "105", "4", "1072"
"17535170", "Sentiment", "KathyAgel", "", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-24", "960", "1", "1", "0", "15", "1", "208"
"17534972", "Perspectives", "KathyAgel", "", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-24", "2168", "1", "1", "0", "17", "0", "267"
"17534141", "General Stupidity and Major Nonsense", "spacegypsy1", "<p>A Jack and Vala friendship. Jack wants to teach Vala how to get Daniel and Vala wants to teach Jack how to get Sam. J/S and D/V shippiness. A bit fluffy, sappy, and sexy.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-25", "5376", "1", "1", "6", "38", "4", "672"
"17454290", "Make it rain", "RhinoHill", "<p>In the months following the Za'tarc test, Sam has replayed her conversation with her C.O. daily.<br/>She has been true to her word. Nothing that passed between them has ever left the room.</p>
<p>No-one has to know that she visits the room every chance she gets.<br/>And as long as she remembers to shut the door carefully behind her, no-one ever will.</p>", "['Mature']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-24", "10981", "6", "6", "61", "157", "14", "2060"
"17522417", "Ruminations", "KathyAgel", "", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-23", "388", "1", "1", "4", "8", "0", "139"
"17522297", "Regulations", "KathyAgel", "", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-23", "229", "1", "1", "2", "11", "0", "120"
"17520899", "Promises And Pie", "wackyjacqs", "<p>Sam smiled weakly at his attempt to lighten the mood. This was still new to them both, because despite knowing each other for eight years, it was different now. The door to <em>that</em> room had been unlocked just over a week ago and the proverbial key thrown away.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-23", "613", "1", "1", "28", "100", "1", "1117"
"16880529", "Soft Power", "SophieHatter", "<p>
<b>100 Kinks: 61. Dom/sub</b>
</p><p>On a routine visit to DC, Colonel Samantha Carter is invited to dinner by Major General Jack O’Neill. Wary of the DC power games that she was glad to leave behind, she finds herself being pulled into a power game of a different kind.</p>", "['Explicit']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-23", "11226", "6", "6", "64", "120", "7", "4152"
"17510414", "Circle Of Life", "wackyjacqs", "<p>Jack felt his heart stop as he waited for the tell-tale sign that everything was OK. He’d swear an eternity had passed, when it was in reality only a couple of seconds, but then he heard it.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-22", "369", "1", "1", "14", "93", "1", "1074"
"17509565", "Dichotomy of Exhaustion", "crowdedangels", "<p>She stirred the little red straw around the glass, the melting ice watering down the dark liquor.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-22", "742", "1", "1", "24", "82", "2", "631"
"17508806", "Lost and Pound", "Freya_the_Snake_Slayer", "<p>The love of Jack's life has disappeared without a trace - was her departure voluntary or something more sinister? Jack's quest to find her is filled with reflection, heartbreak and something...unexpected.</p>", "['General Audiences']", "[]", "['F/M', 'Gen']", "Stargate - All Media Types", "[]", "[]", "[]", "English", "2019-01-22", "2191", "1", "1", "6", "31", "0", "424"
"17495288", "The Weekend: Return", "SlytherinSweetheart1", "<p>Sam and Jack, following the events of The Weekend, find each other.</p>", "['Explicit']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-22", "2280", "2", "3", "17", "56", "7", "1199"
"17501834", "Pros and Cons", "KathyAgel", "", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-21", "337", "1", "1", "0", "9", "0", "114"
"17501645", "Pretending", "KathyAgel", "", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-21", "175", "1", "1", "0", "10", "0", "129"
"17501555", "No One Gets Left Behind", "KathyAgel", "", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-21", "84", "1", "1", "0", "9", "0", "98"
"17501396", "Hold On", "wackyjacqs", "<p>Sam smiled at the soft snores coming from the man behind her in the bed and as she shuffled back to bring her body closer to his, his arm instinctively tightened around her waist and pulled her closer.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-21", "397", "1", "1", "16", "103", "3", "1106"
"17500304", "Keeping Up Appearances", "KathyAgel", "", "['Not Rated']", "['Choose Not To Use Archive Warnings']", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-21", "2164", "1", "1", "0", "30", "1", "367"
"17499716", "Keeping It in the Room", "KathyAgel", "", "['Not Rated']", "['Choose Not To Use Archive Warnings']", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-21", "265", "1", "1", "2", "12", "0", "199"
"17499359", "Evolution", "KathyAgel", "", "['Not Rated']", "['Choose Not To Use Archive Warnings']", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-21", "281", "1", "1", "0", "8", "0", "107"
"17475368", "From the Desk of Dr. Daniel Jackson", "CoraClavia", "<p>Daniel doesn’t normally have this kind of trouble writing mission reports.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-21", "1222", "2", "2", "23", "125", "4", "1182"
"17489201", "Don't Ask, Don't Tell", "KathyAgel", "<p>Episode tag for "Divide and Conquer"</p>", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-20", "171", "1", "1", "0", "11", "0", "280"
"17488601", "Dichotomy", "KathyAgel", "<p>episode tag for the episode "Divide and Conquer"</p>", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-20", "199", "1", "1", "0", "10", "0", "163"
"17488181", "Alternities", "KathyAgel", "", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-20", "200", "1", "1", "0", "7", "0", "132"
"17487842", "It's Against Regulations!", "KathyAgel", "<p>episode tag to Season 1 episode "There But for the Grace of God"</p>", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-20", "156", "1", "1", "0", "8", "0", "218"
"17487395", "Penguin Suits And Evening Dresses", "wackyjacqs", "<p>Jack O’Neill, a three-star General in the United States Air Force, studies his reflection in the full-length mirror and sighs. </p>
<p>He looks like a penguin.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-20", "742", "1", "1", "20", "101", "3", "1168"
"17477861", "Snap, Bubbles, And Pop", "wackyjacqs", "<p>She feels a light pressure land on her right wrist and when she turns around and looks down, she sees his hand. She lets her gaze travel from his fingers to his forearm, along his shoulders and up his neck to his face – but she frowns. </p>
<p>It doesn’t feel right. It’s Jack, but it also isn’t.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-19", "2044", "1", "1", "32", "133", "2", "1233"
"17462732", "What's The Word?", "wackyjacqs", "<p>He’s heard the rumors around base that the guy has a crush on Captain Carter – a crush that doesn’t appear to be reciprocated – and for reasons he <em>refuses</em> to entertain, the knowledge nevertheless makes Jack happy.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-18", "1093", "1", "1", "20", "104", "3", "1230"
"17455502", "Just The Way You Are", "wackyjacqs", "<p>She stops abruptly before she repeats the words Molorn used to describe her, but she doesn’t need to tell him, because he already knows. Daniel’s relayed message haunts him, but it is the look of pure hurt and despair in Sam’s eyes that fill Jack with an almost overwhelming urge to dial the gate right back to PCC-317 and seek revenge.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-17", "1547", "1", "1", "19", "88", "1", "1261"
"17441783", "Not For Nothing", "wackyjacqs", "<p>He turns his head and looks down at her, a warmth in his eyes that makes her breath catch. “Never thought I’d see the day when Samantha Carter has fun – doing absolutely nothing.”</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-16", "1464", "1", "1", "26", "121", "1", "1061"
"17431310", "Headstrong", "wackyjacqs", "<p>The dizziness slowly recedes and makes way for memories just as vivid and it makes her ache in a way the battle she's just come through doesn't. It's an ache she only associates with him.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-15", "620", "1", "1", "16", "84", "0", "1122"
"17417306", "Losing Control", "hopalong2", "<p>I don't own anything purely fanfic</p>", "['Mature']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-15", "1637", "5", "5", "0", "10", "1", "522"
"17420393", "Ridding The Nest", "wackyjacqs", "<p>Jack glanced around his office and frowned before he ran a hand across his face. “Carter! What the hell?”</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-14", "1024", "1", "1", "20", "101", "3", "1341"
"17415911", "Polar Opposites", "Freya_the_Snake_Slayer", "<p>Jack's in love with something he can't define - and Carter doesn't understand. Will she come around? - there's a snowball's chance! Family feels with a twist of angst. Very schmaltzy stuff!</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-14", "1322", "1", "1", "6", "21", "0", "405"
"17400887", "Seeing Stars", "z_Bohemian_Butterfly_z", "<p>Sam hadn't known Jack was coming to visit her this weekend from DC, but him being there was definitely the best kind of surprise to come home to after a week and a half off world and three days of mandatory R&amp;R ahead of her. What will these two get up to during those three days? Well, seeing stars of course. Just maybe not in the typical sense of the word.</p>", "['Mature']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-13", "1586", "1", "1", "8", "42", "4", "803"
"17404964", "Dream A Little Dream Of Me", "wackyjacqs", "<p>"Carter," he breathes. </p>
<p>Even in the throes of the dark room, he can see her blushing, moments before her blue eyes widen and twinkle mischievously and there’s a determined set to her shoulders as she finally comes to a stop before him. </p>
<p>"Sir," she replies quietly, but she’s calm. Confident.</p>
<p>"Whatcha doin'?"</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-13", "973", "1", "1", "20", "104", "0", "1220"
"17392862", "Fashioned Feast", "wackyjacqs", "<p> Sam was actually looking forward to the evening's celebration. For once, the inhabitants hadn't taken a particular interest in her. Rather, it was the male members of the team who had been put on a pedestal.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-12", "1345", "1", "1", "12", "110", "4", "1186"
"17386865", "Puddle Jumper", "wackyjacqs", "<p>Daniel lifted an arm and ran the damp sleeve of his jacket over his face before he tried – unsuccessfully – to dry his glasses with the cuff. He looked sheepish and avoided eye contact with Jack. Sam appeared more amused as she chewed on her bottom lip in an attempt to stop herself from laughing as her commanding officer started to wring out his cap over the general's shoes. After a wince and a mumbled 'sorry, sir,' from Jack, the general looked to Teal'c and noticed that he was virtually dry. And if he looked closer, he would swear that the corner of his mouth was turned upwards in a smile. </p>
<p>He sighed. "Colonel, do you care to explain why you're back so early – and why you seem considerably more... wet, than your teammates?"</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-11", "1938", "1", "1", "16", "94", "5", "1145"
"17373794", "Chocolate Kisses", "wackyjacqs", "<p>"What do you want me to say, Carter? ‘Cause I got nothin'." </p>
<p>He was being unnecessarily harsh, but he didn't want to have this conversation at all, let alone off-world, across a campfire, with two potential witnesses.</p>
<p>Despite his anger however, Sam's next words stung. "No, sir. I guess you don't."</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-10", "2782", "1", "1", "22", "118", "2", "1475"
"17365658", "Static And Sparks", "wackyjacqs", "<p>He doesn’t realize how often he touches her. It’s never anything incriminating, he thinks. Just little things. Like the way his arm grazes hers as they walk down a corridor, or when he catches her trying to pull another all-nighter in her lab, so he gives her shoulder a light squeeze right before he tells her to get some sleep.</p><p><em>Innocuous</em>, he reminds himself. Completely and utterly innocuous.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-10", "1511", "1", "1", "22", "125", "2", "1305"
"16984731", "Genetic Destiny", "Starsfury", "<p>The gene was only needed to activate devices, and didn't mean anything else.  This was the main operating principle for anyone with ATA, unless you were John Sheppard</p>", "['Not Rated']", "['Choose Not To Use Archive Warnings']", "['No category']", "Stargate Atlantis", "[]", "[]", "[]", "English", "2019-01-10", "6662", "2", "?", "3", "34", "5", "926"
"17364854", "Accidentally", "stargatelover", "<p>Sam is thrown back to this one week she was on vacation in Canada and accidentally bumped into her CO.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-09", "586", "1", "1", "0", "37", "1", "596"
"17357387", "Carter ex machina", "CoraClavia", "<p>On the hundred and first day, there are loose ends to tie up.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-08", "1530", "1", "1", "28", "194", "9", "1439"
"17354453", "An Ode To Carter", "wackyjacqs", "<p>“There once was a colonel called Carter,<br/>Who just seemed to get hotter and hotter.<br/>With a handful of sass<br/>And a really nice –”</p>
<p>“I’ll take that, thank you,” Jack snapped as he plucked the sheet from Daniel’s hand. He refused to look Sam in the eye, but he could feel her gaze burning into him.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-08", "1380", "1", "1", "27", "109", "3", "1287"
"17350835", "Negotiation", "SophieHatter", "<p>
<b>100 Kinks: 98. Restrained</b>
</p><p>Scrubbing his nearly silver hair with both hands, General O’Neill let out a long sigh and then turned to face her, resting his hands on the back of the desk chair. “Why did I take this job, again?”</p><p>Sam thought about the possible answers and decided a little ego-stroking was in order. “Because you look so good in the uniform, Sir.”</p>", "['Explicit']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-08", "4583", "1", "1", "26", "133", "17", "3081"
"17339318", "Holding Hands And Skimming Stones", "wackyjacqs", "<p>Sam cocked her head to the side. "We made a deal to keep this quiet <em>and</em> off base," she answered seriously, gesturing between the two of them with her hands.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-07", "668", "1", "1", "24", "100", "1", "1553"
"17161412", "THE SEARCH FOR JACK AND SAM", "TuruaSam", "<p>Daniel and Teal'c leave the SGC to continue their search for Jack and Sam alone. They struggle to find out any information about the Slave Traders or the location of any of the Whore Ships. For a whole frustrating nine months their search only yields vague information until one day Daniel is in the right place at the right time and finds out where to find one of the Whore Ships. He finally gets to board one and eagerly looks for any possible sign that Sam and possibly Jack are still alive.<br/>Disheartened by finding out that Sam isn't on board, Daniel attends a recorded session to pass the time until he can leave in one of the shuttles.<br/>Imagine Daniel's mortified shock when he realizes that the sexy blonde being thoroughly fucked on the big screen is Sam and the one doing the fucking is none other that Jack himself.<br/>Then he realizes that Sam is pregnant, so he buys several recordings to try to work out how far along she is and manages to get the number of a baby broker with a plan of trying to buy Sam and Jack's baby when she gives birth.<br/>Watching the graphic recordings proves to be very traumatic and the baby broker turns out to be none other than Vala Mal Doran! Can Daniel convince her to help?</p>", "['Explicit']", "['Rape/Non-Con', 'Graphic Depictions Of Violence', 'Underage']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-07", "51661", "15", "15", "37", "60", "3", "2696"
"17323814", "Sidearms And Smiles", "wackyjacqs", "<p>It didn’t take long before his thoughts – dangerously – started to wander at how nice it felt to hold Sam in his arms, but he had obviously been thinking just a little too much when he heard her start to giggle.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-06", "1428", "1", "1", "33", "126", "3", "1395"
"17316368", "Would You Like Pie With That?", "wackyjacqs", "<p>“I know I’m probably going to regret asking, but –” Daniel lifted his head from the refrigerator, glanced over at his friends and frowned. “Why do you have so many cans of whipped cream?”</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-05", "556", "1", "1", "20", "102", "2", "1299"
"17315486", "Proper Care and Feeding of Your Astrophysicist", "CoraClavia", "<p>I believe I ordered you to get a life, Carter.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-05", "1777", "1", "1", "34", "185", "8", "1319"
"17314697", "structure", "professortennant", "<p>Jack had learned as a commanding officer that it was important to understand your subordinates—not just their strengths, but their weaknesses and how to compensate for them. Managing the team and redirecting them when they get off course was essential to team unity and survival. </p><p>It's why he knows what Sam needs: him.</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2019-01-05", "2466", "1", "1", "20", "165", "15", "1443"
